playerID,yearID,teamID,round,position,f_G,f_GS,f_InnOuts,f_PO,f_A,f_E,f_DP,f_TP,f_PB
gedmari01,1988,BOS,ALCS,C,4,4,102,34,5,0,1,0,1
gehrich01,1934,DET,WS,2B,7,7,195,18,26,3,3,0,NULL
gehrich01,1935,DET,WS,2B,6,6,165,14,25,0,6,0,NULL
gehrich01,1940,DET,WS,2B,7,7,180,18,18,0,3,0,NULL
gehrilo01,1926,NYA,WS,1B,7,7,189,77,1,0,3,0,NULL
gehrilo01,1927,NYA,WS,1B,4,4,108,41,3,0,3,0,NULL
gehrilo01,1928,NYA,WS,1B,4,4,108,33,0,0,3,0,NULL
gehrilo01,1932,NYA,WS,1B,4,4,108,37,2,1,1,0,NULL
gehrilo01,1936,NYA,WS,1B,6,6,162,45,2,0,2,0,NULL
gehrilo01,1937,NYA,WS,1B,5,5,132,50,1,0,2,0,NULL
gehrilo01,1938,NYA,WS,1B,4,4,108,26,3,0,4,0,NULL
gelbech01,1930,SLN,WS,SS,6,6,153,5,23,0,3,0,NULL
gelbech01,1931,SLN,WS,SS,7,7,186,13,29,0,6,0,NULL
gentrcr01,2011,TEX,ALCS,CF,3,0,24,2,0,0,0,0,NULL
gentrcr01,2011,TEX,ALDS2,CF,3,1,39,3,0,0,0,0,NULL
gentrcr01,2011,TEX,ALDS2,LF,1,1,24,3,0,0,0,0,NULL
gentrcr01,2011,TEX,WS,CF,6,2,48,8,0,0,0,0,NULL
gentrcr01,2012,TEX,ALWC,CF,1,1,24,1,0,0,0,0,NULL
gentrga01,1969,NYN,NLCS,P,1,1,6,0,0,0,0,0,NULL
gentrga01,1969,NYN,WS,P,1,1,20,0,0,0,0,0,NULL
germado01,2022,NYA,ALCS,P,1,0,3,0,0,0,0,0,NULL
germaes01,2011,TEX,WS,LF,1,0,0,0,0,0,0,0,NULL
geronce01,1972,CIN,NLCS,RF,5,5,132,11,1,0,1,0,NULL
geronce01,1972,CIN,WS,CF,1,0,9,1,0,0,0,0,NULL
geronce01,1972,CIN,WS,RF,7,5,136,8,0,0,0,0,NULL
geronce01,1973,CIN,NLCS,CF,4,4,114,11,0,0,0,0,NULL
geronce01,1975,CIN,NLCS,CF,3,3,84,13,1,0,0,0,NULL
geronce01,1975,CIN,WS,CF,7,7,195,23,1,0,1,0,NULL
geronce01,1976,CIN,NLCS,CF,3,3,81,10,0,0,0,0,NULL
geronce01,1976,CIN,WS,CF,4,4,108,12,0,1,0,0,NULL
geronce01,1979,CIN,NLCS,CF,2,2,54,8,0,1,0,0,NULL
giambja01,2000,OAK,ALDS1,1B,5,5,132,40,0,1,3,0,NULL
giambja01,2001,OAK,ALDS2,1B,5,5,132,52,2,1,4,0,NULL
giambja01,2002,NYA,ALDS1,1B,3,3,75,26,1,0,4,0,NULL
giambja01,2003,NYA,WS,1B,2,2,54,18,2,0,0,0,NULL
giambja01,2005,NYA,ALDS2,1B,3,3,66,21,2,0,1,0,NULL
giambja01,2006,NYA,ALDS1,1B,1,1,24,4,1,0,1,0,NULL
giambja01,2007,NYA,ALDS2,1B,2,1,21,3,0,0,0,0,NULL
giambje01,2000,OAK,ALDS1,RF,2,1,21,1,0,0,0,0,NULL
gibbojo01,1960,PIT,WS,P,2,0,9,1,0,0,0,0,NULL
gibbojo01,1970,PIT,NLCS,P,2,0,1,0,0,0,0,0,NULL
gibsobo01,1964,SLN,WS,P,3,3,81,1,2,0,0,0,NULL
gibsobo01,1967,SLN,WS,P,3,3,81,2,3,0,0,0,NULL
gibsobo01,1968,SLN,WS,P,3,3,81,2,0,0,0,0,NULL
gibsoge01,1909,PIT,WS,C,7,7,183,28,10,0,0,0,0
gibsoki01,1984,DET,ALCS,RF,3,3,87,8,0,0,0,0,NULL
gibsoki01,1984,DET,WS,RF,5,5,132,5,1,1,0,0,NULL
gibsoki01,1987,DET,ALCS,LF,5,5,129,10,0,0,0,0,NULL
gibsoki01,1988,LAN,NLCS,LF,7,7,169,17,1,1,0,0,NULL
gibsoky01,2019,MIN,ALDS2,P,1,0,3,0,0,0,0,0,NULL
gibsoky01,2022,PHI,NLCS,P,1,0,4,0,1,0,0,0,NULL
gibsoky01,2022,PHI,WS,P,1,0,3,0,1,0,0,0,NULL
gibsoky01,2023,BAL,ALDS1,P,1,0,9,1,0,0,0,0,NULL
gibsoru01,1967,BOS,WS,C,2,1,24,9,0,0,0,0,1
gilbe01,2002,ANA,ALCS,2B,1,1,27,2,1,1,0,0,NULL
gilbe01,2002,ANA,ALDS1,2B,2,2,42,4,2,1,1,0,NULL
gilbe01,2002,ANA,WS,2B,1,1,24,3,3,0,2,0,NULL
gilbebi02,1905,NY1,WS,2B,5,5,135,9,15,0,0,0,NULL
gilbelo01,2022,SEA,ALDS2,P,1,1,16,0,0,0,0,0,NULL
gilesbr02,1997,CLE,ALCS,LF,6,5,147,9,0,0,0,0,NULL
gilesbr02,1997,CLE,ALDS1,LF,3,2,48,4,1,0,0,0,NULL
gilesbr02,1997,CLE,WS,LF,2,1,36,2,0,0,0,0,NULL
gilesbr02,1998,CLE,ALCS,LF,3,3,87,7,0,1,0,0,NULL
gilesbr02,1998,CLE,ALDS1,LF,2,2,54,4,0,0,0,0,NULL
gilesbr02,2005,SDN,NLDS1,CF,1,1,12,0,0,0,0,0,NULL
gilesbr02,2005,SDN,NLDS1,RF,3,2,63,7,0,0,0,0,NULL
gilesbr02,2006,SDN,NLDS2,RF,4,4,105,8,0,0,0,0,NULL
gileske01,2017,HOU,ALCS,P,3,0,9,0,0,0,0,0,NULL
gileske01,2017,HOU,ALDS2,P,2,0,9,0,2,0,0,0,NULL
gileske01,2017,HOU,WS,P,2,0,5,0,0,0,0,0,NULL
gilesma01,2001,ATL,NLCS,2B,5,5,132,8,12,2,3,0,NULL
gilesma01,2001,ATL,NLDS1,2B,3,3,75,6,10,0,3,0,NULL
gilesma01,2003,ATL,NLDS2,2B,4,4,96,10,11,1,4,0,NULL
gilesma01,2004,ATL,NLDS2,2B,5,5,138,17,25,0,6,0,NULL
gilesma01,2005,ATL,NLDS2,2B,4,4,130,12,8,0,5,0,NULL
gilkebe01,1999,ARI,NLDS2,RF,2,2,42,5,0,0,0,0,NULL
gilkebe01,2001,ATL,NLCS,LF,2,2,48,1,0,0,0,0,NULL
gillaco01,2016,SFN,NLDS1,3B,4,4,108,1,8,1,0,0,NULL
gillaco01,2016,SFN,NLWC,3B,1,1,27,0,2,0,0,0,NULL
gillepa01,1945,CHN,WS,C,1,1,24,3,0,0,0,0,0
gilliji01,1953,BRO,WS,2B,6,6,154,15,16,1,3,0,NULL
gilliji01,1955,BRO,WS,2B,5,4,102,4,12,0,4,0,NULL
gilliji01,1955,BRO,WS,LF,4,3,78,4,1,0,0,0,NULL
gilliji01,1956,BRO,WS,2B,6,6,159,17,17,0,4,0,NULL
gilliji01,1956,BRO,WS,LF,1,1,24,2,0,0,0,0,NULL
gilliji01,1959,LAN,WS,3B,6,6,159,4,10,0,1,0,NULL
gilliji01,1963,LAN,WS,3B,4,4,108,2,2,0,0,0,NULL
gilliji01,1965,LAN,WS,3B,7,7,156,4,6,2,0,0,NULL
gilliji01,1966,LAN,WS,3B,2,2,54,3,4,1,1,0,NULL
gilmase01,2015,NYN,WS,P,1,0,2,0,0,0,0,0,NULL
gimenan01,2022,CLE,ALDS1,2B,5,5,132,7,8,0,3,0,NULL
gimenan01,2022,CLE,ALWC1,2B,2,2,72,3,8,0,2,0,NULL
gimench01,2015,TEX,ALDS2,C,2,2,66,23,3,0,0,0,0
gimench01,2017,MIN,ALWC,C,1,0,3,0,0,0,0,0,0
ginkeke01,2023,ARI,NLCS,P,4,0,14,1,1,0,0,0,NULL
ginkeke01,2023,ARI,NLDS2,P,2,0,6,0,0,0,0,0,NULL
ginkeke01,2023,ARI,NLWC1,P,2,0,7,0,0,0,0,0,NULL
ginkeke01,2023,ARI,WS,P,2,0,8,1,0,0,0,0,NULL
giolilu01,2020,CHA,ALWC4,P,1,1,21,0,0,0,0,0,NULL
giolilu01,2021,CHA,ALDS1,P,1,1,13,0,0,0,0,0,NULL
gionfal01,1947,BRO,WS,LF,1,0,12,1,0,0,0,0,NULL
gipsoch01,2000,SEA,ALCS,LF,1,0,3,0,0,0,0,0,NULL
gipsoch01,2000,SEA,ALCS,RF,1,0,6,0,0,0,0,0,NULL
gipsoch01,2001,SEA,ALCS,LF,1,0,3,0,0,0,0,0,NULL
gipsoch01,2001,SEA,ALCS,RF,1,0,3,0,0,0,0,0,NULL
girarjo01,1989,CHN,NLCS,C,4,3,84,20,0,0,0,0,1
girarjo01,1995,COL,NLDS1,C,4,4,102,25,3,1,2,0,0
girarjo01,1996,NYA,ALCS,C,4,3,87,22,0,0,0,0,0
girarjo01,1996,NYA,ALDS2,C,4,3,96,28,1,1,1,0,0
girarjo01,1996,NYA,WS,C,4,4,96,23,4,0,0,0,0
girarjo01,1997,NYA,ALDS1,C,5,5,118,21,2,0,0,0,0
girarjo01,1998,NYA,ALCS,C,3,3,75,22,1,0,0,0,0
girarjo01,1998,NYA,ALDS2,C,2,2,54,19,1,0,1,0,0
girarjo01,1998,NYA,WS,C,2,2,45,9,2,0,0,0,0
girarjo01,1999,NYA,ALCS,C,3,3,63,20,1,0,0,0,1
girarjo01,1999,NYA,ALDS2,C,2,2,54,12,0,0,0,0,0
girarjo01,1999,NYA,WS,C,2,2,57,9,2,0,0,0,0
giustda01,1970,PIT,NLCS,P,2,0,7,1,0,0,0,0,NULL
giustda01,1971,PIT,NLCS,P,4,0,16,0,1,0,0,0,NULL
giustda01,1971,PIT,WS,P,3,0,16,0,0,0,0,0,NULL
giustda01,1972,PIT,NLCS,P,3,0,8,1,0,0,0,0,NULL
giustda01,1974,PIT,NLCS,P,3,0,10,1,2,0,0,0,NULL
giustda01,1975,PIT,NLCS,P,1,0,4,0,0,0,0,0,NULL
givenmy01,2016,BAL,ALWC,P,1,0,7,0,0,0,0,0,NULL
givenmy01,2022,NYN,NLWC1,P,2,0,4,0,1,0,0,0,NULL
gladdda01,1987,MIN,ALCS,LF,5,5,132,12,0,0,0,0,NULL
gladdda01,1987,MIN,WS,LF,7,7,180,12,0,0,0,0,NULL
gladdda01,1991,MIN,ALCS,LF,5,5,138,20,0,0,0,0,NULL
gladdda01,1991,MIN,WS,LF,7,7,202,25,1,1,0,0,NULL
glanvdo01,2003,CHN,NLCS,LF,1,0,3,0,0,0,0,0,NULL
glasnty01,2019,TBA,ALDS1,P,2,2,21,0,0,0,0,0,NULL
glasnty01,2020,TBA,ALCS,P,1,1,18,0,2,0,0,0,NULL
glasnty01,2020,TBA,ALDS1,P,2,2,22,0,1,0,0,0,NULL
glasnty01,2020,TBA,ALWC1,P,1,1,18,0,0,0,0,0,NULL
glasnty01,2020,TBA,WS,P,2,2,28,0,0,0,0,0,NULL
glasnty01,2022,TBA,ALWC1,P,1,1,15,0,0,0,0,0,NULL
glasnty01,2023,TBA,ALWC1,P,1,1,15,1,0,0,0,0,NULL
glaustr01,2002,ANA,ALCS,3B,5,5,132,2,3,0,0,0,NULL
glaustr01,2002,ANA,ALDS1,3B,4,4,105,2,11,1,2,0,NULL
glaustr01,2002,ANA,WS,3B,7,7,183,4,11,1,1,0,NULL
glaustr01,2010,ATL,NLDS2,3B,2,1,22,0,3,0,1,0,NULL
glavito02,1991,ATL,NLCS,P,2,2,42,1,3,0,0,0,NULL
glavito02,1991,ATL,WS,P,2,2,40,0,3,0,1,0,NULL
glavito02,1992,ATL,NLCS,P,2,2,22,1,2,0,0,0,NULL
glavito02,1992,ATL,WS,P,2,2,51,0,2,0,0,0,NULL
glavito02,1993,ATL,NLCS,P,1,1,21,0,3,0,0,0,NULL
glavito02,1995,ATL,NLCS,P,1,1,21,0,1,0,1,0,NULL
glavito02,1995,ATL,NLDS1,P,1,1,21,1,1,0,0,0,NULL
glavito02,1995,ATL,WS,P,2,2,42,1,3,0,0,0,NULL
glavito02,1996,ATL,NLCS,P,2,2,39,0,3,0,1,0,NULL
glavito02,1996,ATL,NLDS1,P,1,1,20,0,1,0,0,0,NULL
glavito02,1996,ATL,WS,P,1,1,21,0,2,0,0,0,NULL
glavito02,1997,ATL,NLCS,P,2,2,40,0,4,0,0,0,NULL
glavito02,1997,ATL,NLDS2,P,1,1,18,1,1,0,0,0,NULL
glavito02,1998,ATL,NLCS,P,2,2,35,0,2,0,0,0,NULL
glavito02,1998,ATL,NLDS1,P,1,1,21,0,1,0,0,0,NULL
glavito02,1999,ATL,NLCS,P,1,1,21,0,1,0,0,0,NULL
glavito02,1999,ATL,NLDS1,P,1,1,18,0,0,0,0,0,NULL
glavito02,1999,ATL,WS,P,1,1,21,0,1,0,0,0,NULL
glavito02,2000,ATL,NLDS1,P,1,1,7,0,0,0,0,0,NULL
glavito02,2001,ATL,NLCS,P,2,2,36,0,4,0,0,0,NULL
glavito02,2001,ATL,NLDS1,P,1,1,24,0,4,0,1,0,NULL
glavito02,2002,ATL,NLDS1,P,2,2,23,0,2,0,0,0,NULL
glavito02,2006,NYN,NLCS,P,2,2,33,1,1,0,0,0,NULL
glavito02,2006,NYN,NLDS1,P,1,1,18,0,2,0,0,0,NULL
glynnbi01,1954,CLE,WS,1B,1,0,1,0,0,0,0,0,NULL
godleza01,2017,ARI,NLDS1,P,1,0,15,0,1,1,0,0,NULL
goedder01,2015,NYN,NLDS2,P,1,0,0,0,0,0,0,0,NULL
goinsry01,2015,TOR,ALCS,2B,6,6,147,9,21,0,3,0,NULL
goinsry01,2015,TOR,ALCS,SS,1,0,6,0,2,0,0,0,NULL
goinsry01,2015,TOR,ALDS2,2B,5,5,150,7,18,0,2,0,NULL
goinsry01,2016,TOR,ALCS,2B,3,2,52,2,11,0,0,0,NULL
goldspa01,2011,ARI,NLDS2,1B,4,4,106,21,3,0,2,0,NULL
goldspa01,2017,ARI,NLDS1,1B,3,3,75,23,2,0,0,0,NULL
goldspa01,2017,ARI,NLWC,1B,1,1,27,13,0,0,1,0,NULL
goldspa01,2019,SLN,NLCS,1B,4,4,102,25,1,0,1,0,NULL
goldspa01,2019,SLN,NLDS2,1B,5,5,135,37,4,0,2,0,NULL
goldspa01,2020,SLN,NLWC2,1B,3,3,75,19,2,0,3,0,NULL
goldspa01,2021,SLN,NLWC,1B,1,1,26,7,0,0,1,0,NULL
goldspa01,2022,SLN,NLWC2,1B,2,2,54,18,2,0,1,0,NULL
goliami01,1950,PHI,WS,2B,4,4,105,13,9,1,0,0,NULL
golsogr01,2010,NYA,ALCS,RF,1,0,3,0,0,0,0,0,NULL
golsogr01,2010,NYA,ALDS2,RF,2,0,9,0,0,0,0,0,NULL
goltzda01,1981,LAN,WS,P,2,0,10,0,0,0,0,0,NULL
goltzda01,1982,CAL,ALCS,P,1,0,11,0,0,0,0,0,NULL
gombeau01,2020,SLN,NLWC2,P,1,0,4,0,0,0,0,0,NULL
gomesbr01,2011,TBA,ALDS2,P,3,0,7,0,0,0,0,0,NULL
gomesjo01,2010,CIN,NLDS1,LF,2,2,51,2,0,0,0,0,NULL
gomesjo01,2013,BOS,ALCS,LF,5,4,111,4,1,0,0,0,NULL
gomesjo01,2013,BOS,ALDS1,LF,3,2,59,4,0,0,0,0,NULL
gomesjo01,2013,BOS,WS,LF,5,5,132,15,0,1,0,0,NULL
gomesjo01,2014,OAK,ALWC,LF,1,0,5,0,0,0,0,0,NULL
gomesya01,2013,CLE,ALWC,C,1,1,27,10,2,0,0,0,0
gomesya01,2016,CLE,WS,C,3,0,23,9,2,1,0,0,0
gomesya01,2017,CLE,ALDS1,C,3,1,45,15,2,0,0,0,0
gomesya01,2018,CLE,ALDS2,C,3,3,75,24,1,0,0,0,0
gomesya01,2019,WAS,NLCS,C,3,2,57,20,2,1,0,0,0
gomesya01,2019,WAS,NLDS1,C,3,1,48,23,1,0,0,0,1
gomesya01,2019,WAS,WS,C,5,4,117,27,2,0,0,0,0
gomezca01,2009,MIN,ALDS1,CF,1,1,30,3,0,0,0,0,NULL
gomezca01,2011,MIL,NLCS,CF,5,2,78,8,0,0,0,0,NULL
gomezca01,2011,MIL,NLDS2,CF,3,1,36,3,0,0,0,0,NULL
gomezca01,2015,HOU,ALDS1,CF,3,3,78,5,0,0,0,0,NULL
gomezca01,2015,HOU,ALWC,CF,1,1,24,4,0,0,0,0,NULL
gomezca01,2016,TEX,ALDS1,LF,3,3,83,6,0,0,0,0,NULL
gomezch02,1996,SDN,NLDS2,SS,3,3,75,8,5,0,3,0,NULL
gomezch02,1998,SDN,NLCS,SS,6,6,151,5,14,1,4,0,NULL
gomezch02,1998,SDN,NLDS2,SS,4,4,106,6,9,1,4,0,NULL
gomezch02,1998,SDN,WS,SS,4,4,93,6,10,0,4,0,NULL
gomezch02,2003,MIN,ALDS1,2B,1,0,3,0,0,0,0,0,NULL
gomezje01,2013,PIT,NLDS1,P,1,0,12,0,1,0,0,0,NULL
gomezle01,1932,NYA,WS,P,1,1,27,0,3,0,0,0,NULL
gomezle01,1936,NYA,WS,P,2,2,46,0,3,0,0,0,NULL
gomezle01,1937,NYA,WS,P,2,2,54,1,3,0,0,0,NULL
gomezle01,1938,NYA,WS,P,1,1,21,0,1,0,0,0,NULL
gomezle01,1939,NYA,WS,P,1,1,3,0,0,0,0,0,NULL
gomezru01,1954,NY1,WS,P,1,1,22,1,2,0,0,0,NULL
gonsoto01,2020,LAN,NLCS,P,2,1,19,0,0,0,0,0,NULL
gonsoto01,2020,LAN,WS,P,2,2,9,0,0,0,0,0,NULL
gonsoto01,2021,LAN,NLCS,P,3,0,12,0,0,0,0,0,NULL
gonsoto01,2022,LAN,NLDS2,P,1,1,4,0,0,0,0,0,NULL
gonzaad01,2006,SDN,NLDS2,1B,4,4,105,38,7,0,8,0,NULL
gonzaad01,2013,LAN,NLCS,1B,6,6,150,50,6,0,6,0,NULL
gonzaad01,2013,LAN,NLDS2,1B,4,4,105,34,1,2,3,0,NULL
gonzaad01,2014,LAN,NLDS2,1B,4,4,102,38,1,0,4,0,NULL
gonzaad01,2015,LAN,NLDS2,1B,5,5,132,33,5,0,2,0,NULL
gonzaad01,2016,LAN,NLCS,1B,6,6,150,34,3,0,1,0,NULL
gonzaad01,2016,LAN,NLDS2,1B,5,5,132,23,2,0,1,0,NULL
gonzaal01,2003,CHN,NLCS,SS,7,7,189,12,18,1,2,0,NULL
gonzaal01,2003,CHN,NLDS2,SS,5,4,99,6,17,0,2,0,NULL
gonzaal02,2003,FLO,NLCS,SS,7,7,173,6,26,1,4,0,NULL
gonzaal02,2003,FLO,NLDS1,SS,4,4,111,6,7,1,0,0,NULL
gonzaal02,2003,FLO,WS,SS,6,6,168,11,13,0,6,0,NULL
gonzaal02,2009,BOS,ALDS2,SS,3,3,69,3,4,1,0,0,NULL
gonzaal02,2010,ATL,NLDS2,SS,4,4,111,4,10,2,4,0,NULL
gonzaca01,2009,COL,NLDS2,LF,3,3,78,4,0,0,0,0,NULL
gonzaca01,2009,COL,NLDS2,RF,1,1,27,1,0,0,0,0,NULL
gonzaca01,2017,COL,NLWC,RF,1,1,24,0,0,0,0,0,NULL
gonzaca01,2018,COL,NLDS1,RF,3,3,77,8,1,0,0,0,NULL
gonzaca01,2018,COL,NLWC,RF,1,0,16,0,0,0,0,0,NULL
gonzach01,2015,TEX,ALDS2,P,1,0,5,0,0,0,0,0,NULL
gonzaer01,2017,CLE,ALDS1,3B,2,0,24,1,4,1,0,0,NULL
gonzagi01,2012,WAS,NLDS1,P,2,2,30,0,1,0,0,0,NULL
gonzagi01,2014,WAS,NLDS1,P,1,1,12,3,0,1,0,0,NULL
gonzagi01,2016,WAS,NLDS2,P,1,1,13,0,1,0,0,0,NULL
gonzagi01,2017,WAS,NLDS2,P,2,2,24,0,1,0,0,0,NULL
gonzagi01,2018,MIL,NLCS,P,2,2,9,0,1,0,0,0,NULL
gonzaje01,2005,BOS,ALDS1,P,1,0,7,0,1,0,0,0,NULL
gonzajo02,1988,LAN,NLCS,LF,4,0,17,3,0,0,0,0,NULL
gonzajo02,1988,LAN,WS,LF,2,0,9,1,0,0,0,0,NULL
gonzajo02,1988,LAN,WS,RF,2,0,9,1,0,0,0,0,NULL
gonzaju03,1996,TEX,ALDS2,RF,4,4,114,8,0,0,0,0,NULL
gonzaju03,1998,TEX,ALDS2,RF,3,3,75,8,0,0,0,0,NULL
gonzaju03,1999,TEX,ALDS2,RF,3,3,75,5,0,0,0,0,NULL
gonzaju03,2001,CLE,ALDS1,RF,5,5,129,4,1,0,0,0,NULL
gonzalu01,1997,HOU,NLDS2,LF,3,3,75,13,1,1,0,0,NULL
gonzalu01,1999,ARI,NLDS2,LF,4,4,106,6,0,0,0,0,NULL
gonzalu01,2001,ARI,NLCS,LF,5,5,135,7,0,0,0,0,NULL
gonzalu01,2001,ARI,NLDS2,LF,5,5,132,3,0,0,0,0,NULL
gonzalu01,2001,ARI,WS,LF,7,7,170,11,0,0,0,0,NULL
gonzama01,2015,HOU,ALDS1,1B,2,0,15,4,0,0,0,0,NULL
gonzama01,2015,HOU,ALDS1,3B,1,0,6,0,1,0,0,0,NULL
gonzama01,2015,HOU,ALWC,1B,1,0,9,3,0,0,0,0,NULL
gonzama01,2017,HOU,ALCS,1B,1,1,24,8,1,0,0,0,NULL
gonzama01,2017,HOU,ALCS,LF,6,6,156,9,1,0,0,0,NULL
gonzama01,2017,HOU,ALDS2,LF,4,4,105,6,1,1,0,0,NULL
gonzama01,2017,HOU,WS,1B,1,0,3,0,0,0,0,0,NULL
gonzama01,2017,HOU,WS,LF,7,7,189,15,0,0,0,0,NULL
gonzama01,2018,HOU,ALCS,2B,3,3,81,5,7,0,1,0,NULL
gonzama01,2018,HOU,ALCS,LF,2,2,51,2,0,0,0,0,NULL
gonzama01,2018,HOU,ALDS2,LF,3,3,72,6,0,0,0,0,NULL
gonzama01,2019,MIN,ALDS2,1B,2,2,42,12,0,0,4,0,NULL
gonzama01,2019,MIN,ALDS2,LF,3,1,33,2,0,0,0,0,NULL
gonzama01,2020,MIN,ALWC3,3B,2,2,54,3,5,0,0,0,NULL
gonzama01,2022,NYA,ALDS1,LF,1,0,11,1,0,0,0,0,NULL
gonzama02,2014,SLN,NLCS,P,3,0,9,1,0,0,0,0,NULL
gonzama02,2014,SLN,NLDS2,P,3,0,9,1,0,0,0,0,NULL
gonzami01,1929,CHN,WS,C,1,0,6,2,0,0,0,0,0
gonzami02,2011,TEX,ALCS,P,3,0,2,0,0,0,0,0,NULL
gonzami02,2011,TEX,ALDS2,P,2,0,2,0,0,0,0,0,NULL
gonzami02,2011,TEX,WS,P,3,0,9,0,0,0,0,0,NULL
gonzami02,2012,WAS,NLDS1,P,1,0,3,0,0,0,0,0,NULL
gonzami03,2012,BAL,ALDS1,P,1,1,21,2,0,0,0,0,NULL
gonzami03,2014,BAL,ALCS,P,1,1,17,1,2,0,1,0,NULL
gonzaos01,2022,CLE,ALDS1,RF,5,5,132,6,1,1,0,0,NULL
gonzaos01,2022,CLE,ALWC1,RF,2,2,72,2,0,0,0,0,NULL
gonzape01,1964,NYA,WS,3B,1,0,9,1,3,0,0,0,NULL
gonzare01,1991,TOR,ALCS,1B,1,0,3,2,0,0,0,0,NULL
gonzare01,1991,TOR,ALCS,SS,1,0,3,0,0,0,0,0,NULL
gonzare01,1996,TEX,ALDS2,SS,1,0,3,0,0,0,0,0,NULL
gonzato01,1969,ATL,NLCS,CF,3,3,78,3,1,2,0,0,NULL
gonzavi02,2020,LAN,NLCS,P,3,0,6,0,0,0,0,0,NULL
gonzavi02,2020,LAN,NLDS1,P,1,0,3,0,1,0,0,0,NULL
gonzavi02,2020,LAN,WS,P,4,0,11,1,1,0,1,0,NULL
goochjo01,1925,PIT,WS,C,3,1,30,9,3,0,0,0,0
goochjo01,1927,PIT,WS,C,3,2,56,19,1,0,0,0,0
goodedw01,1986,NYN,NLCS,P,2,2,51,3,2,0,0,0,NULL
goodedw01,1986,NYN,WS,P,2,2,27,1,2,0,0,0,NULL
goodedw01,1988,NYN,NLCS,P,3,2,55,1,3,0,0,0,NULL
goodedw01,1997,NYA,ALDS1,P,1,1,17,0,0,0,0,0,NULL
goodedw01,1998,CLE,ALCS,P,1,1,14,1,0,0,0,0,NULL
goodedw01,1998,CLE,ALDS1,P,1,1,1,0,0,0,0,0,NULL
goodedw01,2000,NYA,ALCS,P,1,0,7,0,0,0,0,0,NULL
goodedw01,2000,NYA,ALDS1,P,1,0,5,0,0,0,0,0,NULL
goodmbi01,1959,CHA,WS,3B,5,3,72,1,2,0,0,0,NULL
goodmiv01,1939,CIN,WS,RF,4,4,106,11,2,1,0,0,NULL
goodmiv01,1940,CIN,WS,RF,7,7,183,11,0,0,0,0,NULL
goodwbr01,2017,WAS,NLDS2,LF,1,0,3,0,0,0,0,0,NULL
goodwbr01,2020,CIN,NLWC4,CF,1,0,4,0,0,0,0,0,NULL
goodwbr01,2020,CIN,NLWC4,LF,1,0,3,0,0,0,0,0,NULL
goodwto01,1998,TEX,ALDS2,CF,2,1,30,1,0,0,0,0,NULL
goodwto01,1999,TEX,ALDS2,CF,3,2,54,6,0,0,0,0,NULL
goodwto01,2002,SFN,NLCS,RF,2,1,26,2,0,0,0,0,NULL
goodwto01,2002,SFN,WS,RF,2,0,12,1,0,0,0,0,NULL
goodwto01,2003,CHN,NLCS,RF,1,0,3,0,0,0,0,0,NULL
gordoal01,2014,KCA,ALCS,LF,4,4,111,11,0,0,0,0,NULL
gordoal01,2014,KCA,ALDS1,LF,3,3,93,2,0,0,0,0,NULL
gordoal01,2014,KCA,ALWC,LF,1,1,36,3,0,0,0,0,NULL
gordoal01,2014,KCA,WS,LF,7,7,183,8,0,0,0,0,NULL
gordoal01,2015,KCA,ALCS,LF,6,6,156,7,0,0,0,0,NULL
gordoal01,2015,KCA,ALDS1,LF,5,5,129,5,1,0,0,0,NULL
gordoal01,2015,KCA,WS,LF,5,5,156,14,0,0,0,0,NULL
gordode01,2014,LAN,NLDS2,2B,4,4,102,5,10,0,3,0,NULL
gordojo01,1938,NYA,WS,2B,4,4,108,12,11,2,3,0,NULL
gordojo01,1939,NYA,WS,2B,4,4,111,6,13,0,4,0,NULL
gordojo01,1941,NYA,WS,2B,5,5,135,6,19,1,5,0,NULL
gordojo01,1942,NYA,WS,2B,5,5,132,11,12,0,1,0,NULL
gordojo01,1943,NYA,WS,2B,5,5,135,20,23,0,3,0,NULL
gordojo01,1948,CLE,WS,2B,6,6,159,15,13,1,7,0,NULL
gordoto01,1998,BOS,ALDS1,P,2,0,9,0,1,0,0,0,NULL
gordoto01,1999,BOS,ALCS,P,3,0,6,0,1,0,0,0,NULL
gordoto01,1999,BOS,ALDS1,P,2,0,6,0,0,0,0,0,NULL
gordoto01,2004,NYA,ALCS,P,6,0,20,0,0,0,0,0,NULL
gordoto01,2004,NYA,ALDS2,P,3,0,11,0,0,0,0,0,NULL
gordoto01,2005,NYA,ALDS2,P,3,0,7,0,0,0,0,0,NULL
gordoto01,2007,PHI,NLDS2,P,2,0,6,0,0,0,0,0,NULL
gorete01,2018,CHN,NLWC,LF,1,0,15,1,0,0,0,0,NULL
gormato02,1952,NYA,WS,P,1,0,2,0,0,0,0,0,NULL
gormato02,1953,NYA,WS,P,1,0,9,1,0,0,0,0,NULL
gorsijo01,1940,DET,WS,P,2,0,34,0,6,0,1,0,NULL
gorzeto01,2012,WAS,NLDS1,P,1,0,1,0,0,0,0,0,NULL
gosligo01,1924,WS1,WS,LF,7,7,201,15,1,0,0,0,NULL
gosligo01,1925,WS1,WS,LF,7,7,180,15,0,0,0,0,NULL
gosligo01,1933,WS1,WS,LF,1,0,15,1,0,0,0,0,NULL
gosligo01,1933,WS1,WS,RF,5,5,123,8,1,0,0,0,NULL
